_id,tuk,pingedAt,latitude,longitude,speedKmh,heading,source,resolvedDistrict,resolvedProvince
69f4b2b65a1fa00e9fa258b6,69e787ecc9f995641686c357,2026-04-25T20:03:33.492Z,6.865672,79.93677,0.93,256,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258b7,69e787ecc9f995641686c357,2026-04-25T23:03:33.492Z,6.864755,79.92972,0.26,262,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258b8,69e787ecc9f995641686c357,2026-04-26T02:03:33.492Z,6.871442,79.912998,0.66,291,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258b9,69e787ecc9f995641686c357,2026-04-26T05:03:33.492Z,6.876511,79.902181,0.44,295,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ba,69e787ecc9f995641686c357,2026-04-26T08:03:33.492Z,6.882561,79.894679,0.36,309,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258bb,69e787ecc9f995641686c357,2026-04-26T11:03:33.492Z,6.890643,79.884966,0.47,309,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258bc,69e787ecc9f995641686c357,2026-04-26T14:03:33.492Z,6.892519,79.883515,0.09,322,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258bd,69e787ecc9f995641686c357,2026-04-26T17:03:33.492Z,6.913453,79.871717,0.89,330,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258be,69e787ecc9f995641686c357,2026-04-26T20:03:33.492Z,6.918202,79.866719,0.25,313,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258bf,69e787ecc9f995641686c357,2026-04-26T23:03:33.492Z,6.9467,79.858529,1.1,344,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c0,69e787ecc9f995641686c357,2026-04-27T02:03:33.492Z,6.949588,79.858109,0.11,351,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c1,69e787ecc9f995641686c357,2026-04-27T05:03:33.492Z,6.952049,79.857914,0.09,355,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c2,69e787ecc9f995641686c357,2026-04-27T08:03:33.492Z,6.979085,79.85658,1,357,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c3,69e787ecc9f995641686c357,2026-04-27T11:03:33.492Z,6.982113,79.854451,0.14,325,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c4,69e787ecc9f995641686c357,2026-04-27T14:03:33.492Z,6.862976113549521,79.85863582679542,4.42,178,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c5,69e787ecc9f995641686c357,2026-04-27T17:03:33.492Z,6.846583,79.846328,0.76,216,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c6,69e787ecc9f995641686c357,2026-04-27T20:03:33.492Z,6.829276,79.820998,1.13,235,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c7,69e787ecc9f995641686c357,2026-04-27T23:03:33.492Z,6.821753,79.811291,0.45,232,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c8,69e787ecc9f995641686c357,2026-04-28T02:03:33.492Z,6.807707,79.794817,0.8,229,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258c9,69e787ecc9f995641686c357,2026-04-28T05:03:33.492Z,6.801607,79.770392,0.93,255,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ca,69e787ecc9f995641686c357,2026-04-28T08:03:33.492Z,6.80266,79.767815,0.1,292,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258cb,69e787ecc9f995641686c357,2026-04-28T11:03:33.492Z,6.826429,79.753572,1.03,329,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258cc,69e787ecc9f995641686c357,2026-04-28T14:03:33.492Z,6.842682,79.746037,0.66,335,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258cd,69e787ecc9f995641686c357,2026-04-28T17:03:33.492Z,6.857039,79.719146,1.12,298,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ce,69e787ecc9f995641686c357,2026-04-28T20:03:33.492Z,6.851372,79.684964,1.28,260,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258cf,69e787ecc9f995641686c357,2026-04-28T23:03:33.492Z,6.845981,79.65837,1,258,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d0,69e787ecc9f995641686c357,2026-04-29T02:03:33.492Z,6.838045210831879,79.81971738539978,5.95,92,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d1,69e787ecc9f995641686c357,2026-04-29T05:03:33.492Z,6.830781,79.82798,0.41,131,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d2,69e787ecc9f995641686c357,2026-04-29T08:03:33.492Z,6.824977,79.852246,0.92,103,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d3,69e787ecc9f995641686c357,2026-04-29T11:03:33.492Z,6.816287,79.860352,0.44,137,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d4,69e787ecc9f995641686c357,2026-04-29T14:03:33.492Z,6.809748,79.876704,0.65,111,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d5,69e787ecc9f995641686c357,2026-04-29T17:03:33.492Z,6.798243,79.89436,0.78,123,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d6,69e787ecc9f995641686c357,2026-04-29T20:03:33.492Z,6.784581,79.901658,0.57,152,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d7,69e787ecc9f995641686c357,2026-04-29T23:03:33.492Z,6.74931,79.894559,1.33,191,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d8,69e787ecc9f995641686c357,2026-04-30T02:03:33.492Z,6.723461,79.891812,0.96,186,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258d9,69e787ecc9f995641686c357,2026-04-30T05:03:33.492Z,6.719382,79.89365,0.17,155,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258da,69e787ecc9f995641686c357,2026-04-30T08:03:33.492Z,6.716206,79.895954,0.15,144,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258db,69e787ecc9f995641686c357,2026-04-30T11:03:33.492Z,6.803815581063523,79.68130848667374,8.54,292,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258dc,69e787ecc9f995641686c357,2026-04-30T14:03:33.492Z,6.817785,79.670801,0.65,323,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258dd,69e787ecc9f995641686c357,2026-04-30T17:03:33.492Z,6.838046,79.664553,0.79,342,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258de,69e787ecc9f995641686c357,2026-04-30T20:03:33.492Z,6.85343,79.665163,0.57,2,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258df,69e787ecc9f995641686c357,2026-04-30T23:03:33.492Z,6.879023,79.660523,0.96,349,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e0,69e787ecc9f995641686c357,2026-05-01T02:03:33.492Z,6.891552,79.652641,0.55,328,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e1,69e787ecc9f995641686c357,2026-05-01T05:03:33.492Z,6.911863,79.651167,0.75,355,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e2,69e787ecc9f995641686c357,2026-05-01T08:03:33.492Z,6.918381,79.655134,0.28,31,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e3,69e787ecc9f995641686c357,2026-05-01T11:03:33.492Z,6.944543,79.658488,0.98,7,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e4,69e787ecc9f995641686c357,2026-05-01T14:03:33.492Z,6.955316,79.654231,0.43,338,simulated,69e61bdec9f995641686bf91,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e5,69e787ecc9f995641686c358,2026-04-24T14:03:33.492Z,7.073152,79.85868,7.89,45,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e6,69e787ecc9f995641686c358,2026-04-24T17:03:33.492Z,7.084964,79.881659,0.95,62,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e7,69e787ecc9f995641686c358,2026-04-24T20:03:33.492Z,7.106713,79.901352,1.08,41,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e8,69e787ecc9f995641686c358,2026-04-24T23:03:33.492Z,7.107673,79.903159,0.08,61,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258e9,69e787ecc9f995641686c358,2026-04-25T02:03:33.492Z,7.106895,79.913878,0.4,94,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ea,69e787ecc9f995641686c358,2026-04-25T05:03:33.492Z,7.11491,79.928529,0.62,61,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258eb,69e787ecc9f995641686c358,2026-04-25T08:03:33.492Z,7.116588,79.933027,0.18,69,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ec,69e787ecc9f995641686c358,2026-04-25T11:03:33.492Z,7.118373,79.957228,0.89,85,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ed,69e787ecc9f995641686c358,2026-04-25T14:03:33.492Z,7.112658,79.973683,0.64,109,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ee,69e787ecc9f995641686c358,2026-04-25T17:03:33.492Z,7.105879,79.98055,0.36,134,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ef,69e787ecc9f995641686c358,2026-04-25T20:03:33.492Z,7.105261,79.981883,0.05,115,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f0,69e787ecc9f995641686c358,2026-04-25T23:03:33.492Z,7.110461,80.003692,0.82,76,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f1,69e787ecc9f995641686c358,2026-04-26T02:03:33.492Z,7.117324,80.025885,0.85,72,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f2,69e787ecc9f995641686c358,2026-04-26T05:03:33.492Z,7.113443,80.036666,0.42,109,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f3,69e787ecc9f995641686c358,2026-04-26T08:03:33.492Z,7.106141,80.054466,0.71,112,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f4,69e787ecc9f995641686c358,2026-04-26T11:03:33.492Z,7.102573,80.073578,0.72,100,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f5,69e787ecc9f995641686c358,2026-04-26T14:03:33.492Z,7.09246,80.088421,0.66,124,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f6,69e787ecc9f995641686c358,2026-04-26T17:03:33.492Z,7.088005,80.111502,0.86,101,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f7,69e787ecc9f995641686c358,2026-04-26T20:03:33.492Z,7.094636,80.145024,1.26,78,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f8,69e787ecc9f995641686c358,2026-04-26T23:03:33.492Z,7.099556,80.170193,0.94,78,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258f9,69e787ecc9f995641686c358,2026-04-27T02:03:33.492Z,7.102057,80.179901,0.37,75,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258fa,69e787ecc9f995641686c358,2026-04-27T05:03:33.492Z,7.117022,80.19158,0.7,37,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258fb,69e787ecc9f995641686c358,2026-04-27T08:03:33.492Z,7.12761,80.205683,0.65,52,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258fc,69e787ecc9f995641686c358,2026-04-27T11:03:33.492Z,7.129958,80.206605,0.09,21,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258fd,69e787ecc9f995641686c358,2026-04-27T14:03:33.492Z,7.132273,80.206633,0.09,0,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258fe,69e787ecc9f995641686c358,2026-04-27T17:03:33.492Z,7.134468,80.206256,0.08,350,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa258ff,69e787ecc9f995641686c358,2026-04-27T20:03:33.492Z,7.013282458161796,80.10946746596811,5.73,218,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25900,69e787ecc9f995641686c358,2026-04-27T23:03:33.492Z,7.010227,80.098956,0.4,253,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25901,69e787ecc9f995641686c358,2026-04-28T02:03:33.492Z,7.008032,80.073432,0.94,265,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25902,69e787ecc9f995641686c358,2026-04-28T05:03:33.492Z,7.004234,80.050931,0.84,260,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25903,69e787ecc9f995641686c358,2026-04-28T08:03:33.492Z,7.007218,80.043662,0.29,292,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25904,69e787ecc9f995641686c358,2026-04-28T11:03:33.492Z,7.02059,80.036015,0.57,330,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25905,69e787ecc9f995641686c358,2026-04-28T14:03:33.492Z,7.02608,80.027028,0.39,301,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25906,69e787ecc9f995641686c358,2026-04-28T17:03:33.492Z,7.031355,80.02183,0.27,315,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25907,69e787ecc9f995641686c358,2026-04-28T20:03:33.492Z,7.034782,80.021514,0.13,354,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25908,69e787ecc9f995641686c358,2026-04-28T23:03:33.492Z,7.050685,80.009598,0.73,323,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25909,69e787ecc9f995641686c358,2026-04-29T02:03:33.492Z,7.056968,80.003663,0.32,316,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590a,69e787ecc9f995641686c358,2026-04-29T05:03:33.492Z,7.05847,79.992983,0.4,278,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590b,69e787ecc9f995641686c358,2026-04-29T08:03:33.492Z,7.060188,79.959327,1.24,272,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590c,69e787ecc9f995641686c358,2026-04-29T11:03:33.492Z,7.059929,79.951876,0.27,267,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590d,69e787ecc9f995641686c358,2026-04-29T14:03:33.492Z,7.051329,79.941923,0.49,228,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590e,69e787ecc9f995641686c358,2026-04-29T17:03:33.492Z,7.048574,79.940391,0.12,208,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2590f,69e787ecc9f995641686c358,2026-04-29T20:03:33.492Z,7.045929,79.93767,0.14,225,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25910,69e787ecc9f995641686c358,2026-04-29T23:03:33.492Z,7.044592,79.935282,0.1,240,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25911,69e787ecc9f995641686c358,2026-04-30T02:03:33.492Z,7.039652,79.930105,0.26,226,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25912,69e787ecc9f995641686c358,2026-04-30T05:03:33.492Z,7.018648,79.925033,0.8,193,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25913,69e787ecc9f995641686c358,2026-04-30T08:03:33.492Z,7.004584,79.921108,0.54,195,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25914,69e787ecc9f995641686c358,2026-04-30T11:03:33.492Z,6.995301,79.918047,0.36,198,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25915,69e787ecc9f995641686c358,2026-04-30T14:03:33.492Z,6.969126,79.928118,1.04,159,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25916,69e787ecc9f995641686c358,2026-04-30T17:03:33.492Z,6.957026,79.939181,0.61,137,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25917,69e787ecc9f995641686c358,2026-04-30T20:03:33.492Z,6.946369,79.944011,0.43,155,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25918,69e787ecc9f995641686c358,2026-04-30T23:03:33.492Z,6.944198,79.944745,0.08,161,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25919,69e787ecc9f995641686c358,2026-05-01T02:03:33.492Z,6.940221,79.947174,0.17,148,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591a,69e787ecc9f995641686c358,2026-05-01T05:03:33.492Z,7.278062483581507,80.08713246128663,13.54,22,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591b,69e787ecc9f995641686c358,2026-05-01T08:03:33.492Z,7.284902,80.087661,0.25,4,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591c,69e787ecc9f995641686c358,2026-05-01T11:03:33.492Z,7.287808,80.088336,0.11,12,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591d,69e787ecc9f995641686c358,2026-05-01T14:03:33.492Z,7.294169,80.085565,0.26,336,simulated,69e61bdec9f995641686bf92,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591e,69e787ecc9f995641686c359,2026-04-24T14:03:33.492Z,6.520594,79.786199,9.51,296,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2591f,69e787ecc9f995641686c359,2026-04-24T17:03:33.492Z,6.539177,79.766574,1,313,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25920,69e787ecc9f995641686c359,2026-04-24T20:03:33.492Z,6.548534,79.757006,0.49,314,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25921,69e787ecc9f995641686c359,2026-04-24T23:03:33.492Z,6.574265,79.751245,0.98,347,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25922,69e787ecc9f995641686c359,2026-04-25T02:03:33.492Z,6.608553,79.743073,1.31,346,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25923,69e787ecc9f995641686c359,2026-04-25T05:03:33.492Z,6.613903,79.735925,0.33,306,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25924,69e787ecc9f995641686c359,2026-04-25T08:03:33.492Z,6.625142,79.729665,0.48,331,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25925,69e787ecc9f995641686c359,2026-04-25T11:03:33.492Z,6.637716,79.728528,0.47,354,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25926,69e787ecc9f995641686c359,2026-04-25T14:03:33.492Z,6.660776,79.734272,0.88,13,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25927,69e787ecc9f995641686c359,2026-04-25T17:03:33.492Z,6.670794,79.742275,0.47,38,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25928,69e787ecc9f995641686c359,2026-04-25T20:03:33.492Z,6.680169,79.759474,0.72,61,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25929,69e787ecc9f995641686c359,2026-04-25T23:03:33.492Z,6.685416,79.775484,0.62,71,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592a,69e787ecc9f995641686c359,2026-04-26T02:03:33.492Z,6.684603,79.811454,1.32,91,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592b,69e787ecc9f995641686c359,2026-04-26T05:03:33.492Z,6.6819,79.829537,0.67,98,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592c,69e787ecc9f995641686c359,2026-04-26T08:03:33.492Z,6.673561,79.844975,0.65,118,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592d,69e787ecc9f995641686c359,2026-04-26T11:03:33.492Z,6.665829,79.87864,1.27,103,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592e,69e787ecc9f995641686c359,2026-04-26T14:03:33.492Z,6.666669,79.88486,0.23,82,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa2592f,69e787ecc9f995641686c359,2026-04-26T17:03:33.492Z,6.679965,79.918313,1.33,68,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25930,69e787ecc9f995641686c359,2026-04-26T20:03:33.492Z,6.688737,79.936629,0.75,64,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25931,69e787ecc9f995641686c359,2026-04-26T23:03:33.492Z,6.714,79.960425,1.28,43,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25932,69e787ecc9f995641686c359,2026-04-27T02:03:33.492Z,6.716736,79.960824,0.1,8,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
69f4b2b65a1fa00e9fa25933,69e787ecc9f995641686c359,2026-04-27T05:03:33.492Z,6.750782,79.965263,1.27,7,simulated,69e61bdec9f995641686bf93,69d5361e883a363e698c3d2d
